Accession,Population,Tray,Plant_ID,Treatment,rand_placement_within_tray,Placement,flow_fresh_tissue_weight,DNA_content,FLOW,Cytotype,leaf_1_chlorophyll,leaf_1_fresh_mass,leaf_1_dry_mass,leaf_1_area_cm,leaf_1_area_m,leaf_1_SLA,leaf_1_perimeter_cm,leaf_1_DMC,leaf_2_chlorophyll,leaf_2_fresh_mass,leaf_2_dry_mass,leaf_2_area_cm,leaf_2_area_m,leaf_2_SLA,leaf_2_perimeter,leaf_2_DMC,leaf_3_chlorophyll,leaf_3_fresh_mass,leaf_3_dry_mass,leaf_3_area,leaf_3_area_m,leaf_3_SLA,leaf_3_perimeter,leaf_3_DMC,avg_leaf_dry_mass,avg_chlorophyll,avg_DMC,est_flo_dry_leaf_weight,avg_SLA,leaf_curl,whorled_leaf,tick_stem,thick_leaf,Sum,aboveground_dry_mass,total_aboveground_biomass,belowground_dry_mass,total_biomass_g,root_to_shoot_raio,rhizome_weight,fine_roots_weight,Died,normalized_aboveground_mass,normalized_rhizome_mass,normalized_fine_roots_mass
Cheney7-2018,Cheney,10,274,H,0.820388237,19,0.0396,1.101,Y,Untreated Diploid,44.5,0.2204,0.0635,7.8,0.078,1.228346457,11.24,0.288112523,45.9,0.1823,0.0487,6.72,0.0672,1.379876797,11.36,0.267142074,44.2,0.1913,0.0589,6.7,0.067,1.137521222,11.17,0.307893361,0.057033333,44.86666667,0.287715986,0.004362692,1.248581492,0,0,1,1,2,0.8339,0.838262692,0.3113,1.149562692,0.371363301,0.0959,0.2154,0,0.729201372,0.083423027,0.187375601
Santa8-2018,Santa,13,477,H,0.836108221,18,0.0331,1.095,Y,Treated Diploid,44.5,0.227,0.057,7.25,0.0725,1.271929825,11.86,0.251101322,45,0.165,0.0488,5.99,0.0599,1.227459016,10.78,0.295757576,NA,NA,NA,NA,NA,NA,NA,NA,0.0529,44.75,0.273429449,NA,1.249694421,0,0,0,0,0,0.9667,0.9667,0.24,1.2067,0.248267301,0.0943,0.1457,0,0.801110467,0.078147013,0.120742521
Santa11-2018,Santa,9,129,H,0.156681354,4,0.1211,1.09,Y,Treated Diploid,51.6,0.1791,0.0473,7.36,0.0736,1.55602537,11.3,0.264098269,45.2,0.1798,0.0503,6.22,0.0622,1.236580517,10.6,0.279755284,49.3,0.2198,0.0694,6.65,0.0665,0.958213256,11.43,0.315741583,0.055666667,48.7,0.286531712,0.02490866,1.250273048,0,0,0,0,0,0.8301,0.85500866,0.3264,1.18140866,0.381750519,0.1188,0.2076,0,0.723719648,0.100557922,0.17572243
Santa10-2018,Santa,10,106,H,0.383274948,7,0.032,1.035,Y,Treated Diploid,44.2,0.1731,0.0437,5.47,0.0547,1.251716247,10.24,0.252455228,44.4,0.1837,0.0488,6.17,0.0617,1.264344262,10.8,0.265650517,43.8,0.2113,0.0537,6.64,0.0664,1.236499069,11.06,0.254141032,0.048733333,44.13333333,0.257415592,0.042935762,1.250853193,0,0,0,0,0,1.0723,1.115235762,0.2994,1.414635762,0.268463414,0.1184,0.181,0,0.788355414,0.083696456,0.12794813
Cheney2-2018,Cheney,24,404,L,0.357037306,7,NA,NA,,Treated Diploid,38.7,0.0276,0.0093,1.06,0.0106,1.139784946,4.39,0.336956522,38.9,0.0245,0.0069,0.94,0.0094,1.362318841,4.05,0.281632653,NA,NA,NA,NA,NA,NA,NA,NA,0.0081,38.8,0.309294588,0.037592461,1.251051894,1,0,0,0,1,0.0378,0.075392461,0.0551,0.130492461,0.730842305,0.0272,0.0279,0,0.577753385,0.20844116,0.213805455
Santa-1,Santa,23,307,L,0.383045052,10,NA,NA,,Untreated Diploid,38.1,0.0265,0.0097,1.23,0.0123,1.268041237,4.56,0.366037736,35,0.0316,0.0114,1.41,0.0141,1.236842105,4.9,0.360759494,NA,NA,NA,NA,NA,NA,NA,NA,0.01055,36.55,0.363398615,0.031331654,1.252441671,0,1,0,0,1,0.0413,0.072631654,0.046,0.118631654,0.633332679,0.0147,0.0313,0,0.612245143,0.123912965,0.263841892
Cheney3-2018,Cheney,31,759,C,NA,NA,0.0141,1,Y,Treated Diploid,41.9,0.0795,0.0273,3.34,0.0334,1.223443223,7.63,0.343396226,41.8,0.0868,0.0277,3.55,0.0355,1.281588448,7.83,0.319124424,NA,NA,NA,NA,NA,NA,NA,NA,0.0275,41.85,0.331260325,NA,1.252515836,0,0,0,0,0,0.1861,0.1861,0.1326,0.3187,0.71252015,0.0701,0.0625,0,0.583934735,0.219956072,0.196109194
Blue1-3,Blue,12,204,H,0.152974479,2,0.0406,1.15,Y,Untreated Diploid,53.9,0.2143,0.0562,6.9,0.069,1.227758007,12.66,0.262249183,52.9,0.1921,0.0481,6.24,0.0624,1.297297297,11.31,0.250390422,53.7,0.2186,0.0572,7.05,0.0705,1.232517483,11.78,0.261665142,0.053833333,53.5,0.258101582,NA,1.252524262,1,0,0,0,1,0.8916,0.8916,0.3676,1.2592,0.412292508,0.1306,0.237,0,0.708068615,0.103716645,0.18821474
Blue8-2018,Blue,12,396,H,0.900074974,19,0.04,1.028,Y,Treated Diploid,50.4,0.2393,0.0596,7.92,0.0792,1.32885906,12.96,0.249059758,55.2,0.2477,0.0649,7.98,0.0798,1.229583975,13.38,0.262010497,53.3,0.2039,0.0595,7.14,0.0714,1.2,13.22,0.291809711,0.061333333,52.96666667,0.267626655,0.021630677,1.252814345,1,1,1,1,4,1.0223,1.043930677,0.6035,1.647430677,0.578103521,0.1826,0.4209,0,0.633671991,0.110839262,0.255488747
Santa14-2018,Santa,12,60,H,0.916467175,20,0.0445,1.092,Y,Treated Diploid,50.3,0.2029,0.058,7.58,0.0758,1.306896552,11.86,0.285855101,49.8,0.1829,0.0556,6.66,0.0666,1.197841727,11.63,0.303991252,49.4,0.1878,0.0555,6.98,0.0698,1.257657658,11.52,0.295527157,0.056366667,49.83333333,0.295124503,0.01579268,1.254131979,0,0,0,0,0,0.9974,1.01319268,0.2289,1.24209268,0.225919516,0.0815,0.1474,0,0.815714235,0.065615071,0.118670694
Santa-1,Santa,21,305,L,0.01855472,1,NA,NA,,Untreated Diploid,43.9,0.0412,0.0109,1.44,0.0144,1.321100917,5.08,0.264563107,43.7,0.0356,0.011,1.31,0.0131,1.190909091,4.87,0.308988764,NA,NA,NA,NA,NA,NA,NA,NA,0.01095,43.8,0.286775936,0.010478924,1.256005004,0,0,1,0,1,0.0424,0.052878924,0.021,0.073878924,0.397133648,0.0051,0.0159,0,0.715751139,0.069031866,0.215216995
Blue6-2018,Blue,20,248,L,0.160182947,2,NA,NA,,Untreated Diploid,48.5,0.0384,0.0124,1.51,0.0151,1.217741935,5.27,0.322916667,45.1,0.0388,0.0125,1.62,0.0162,1.296,5.45,0.322164948,NA,NA,NA,NA,NA,NA,NA,NA,0.01245,46.8,0.322540808,0.022252878,1.256870968,0,1,0,0,1,0.0555,0.077752878,0.0555,0.133252878,0.713799944,0.029,0.0265,0,0.583498677,0.217631322,0.198870001
Santa16-2018,Santa,13,117,H,0.882735873,19,0.0319,1.011,Y,Treated Diploid,30.7,0.1462,0.0404,5.22,0.0522,1.292079208,9.84,0.276333789,44.9,0.1435,0.0398,4.88,0.0488,1.226130653,9.31,0.277351916,NA,NA,NA,NA,NA,NA,NA,NA,0.0401,37.8,0.276842853,NA,1.259104931,0,0,0,0,0,0.7526,0.7526,0.2603,1.0129,0.345867659,0.1254,0.1349,0,0.743015105,0.123802942,0.133181953
Blue14-2018,Blue,16,360,H,0.593733897,9,0.0898,1.164,Y,Treated Diploid,50.5,0.251,0.0589,7.47,0.0747,1.268251273,12.16,0.234661355,52.8,0.2643,0.0628,7.9,0.079,1.257961783,12.55,0.237608778,50.9,0.265,0.0615,7.71,0.0771,1.253658537,12.62,0.232075472,0.061066667,51.4,0.234781868,0.02461546,1.259957198,1,1,1,1,4,0.8517,0.87631546,0.4928,1.36911546,0.562354566,0.2078,0.285,0,0.640059575,0.151776827,0.208163598
Santa17-2018,Santa,13,93,H,0.27083897,8,0.0453,1.028,Y,Treated Diploid,43.8,0.1355,0.0396,4.84,0.0484,1.222222222,8.85,0.292250923,40.3,0.1402,0.0405,4.96,0.0496,1.224691358,9.02,0.288873039,NA,NA,0.0356,4.75,0.0475,1.334269663,9.22,NA,0.038566667,42.05,0.290561981,0.030971152,1.260394414,0,1,0,0,1,1.1377,1.168671152,0.4709,1.639571152,0.402936274,0.2074,0.2635,0,0.712790751,0.126496493,0.160712757
Santa15-2018,Santa,23,451,L,0.03128762,1,NA,NA,,Treated Diploid,39,0.0208,0.0069,0.86,0.0086,1.246376812,3.79,0.331730769,40.9,0.0228,0.0076,0.97,0.0097,1.276315789,4.09,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.00725,39.95,0.332532051,0.01254435,1.261346301,0,0,0,0,0,0.0436,0.05614435,0.0162,0.07234435,0.288541946,0.0016,0.0146,0,0.776070972,0.022116447,0.201812581
Santa4-2018,Santa,21,329,L,0.550264422,12,NA,NA,,Untreated Diploid,46.9,0.0421,0.013,1.51,0.0151,1.161538462,5.05,0.308788599,40.4,0.045,0.0133,1.63,0.0163,1.22556391,5.27,0.295555556,42.3,0.0347,0.0105,1.47,0.0147,1.4,5.11,0.30259366,0.012266667,43.2,0.302312605,0.001934054,1.262367457,0,0,1,0,1,0.0521,0.054034054,0.0554,0.109434054,1.025279354,0.0256,0.0298,0,0.493759045,0.233930838,0.272310117
Santa4-2018,Santa,14,334,H,0.070963602,2,0.0405,1.094,Y,Untreated Diploid,53.1,0.1517,0.0447,5.45,0.0545,1.219239374,10.15,0.294660514,53.2,0.1352,0.037,4.73,0.0473,1.278378378,9.48,0.273668639,NA,NA,0.0411,5.31,0.0531,1.291970803,10.24,NA,0.040933333,53.15,0.284164577,0.012973759,1.263196185,NA,NA,NA,NA,NA,0.991,1.003973759,0.3043,1.308273759,0.303095571,0.1355,0.1688,0,0.767403422,0.103571595,0.129024983
Santa15-2018,Santa,22,450,L,0.75864343,14,NA,NA,,Treated Diploid,41.1,0.0277,0.0097,1.24,0.0124,1.278350515,4.63,0.350180505,38.9,0.0275,0.01,1.25,0.0125,1.25,4.75,0.363636364,NA,NA,NA,NA,NA,NA,NA,NA,0.00985,40,0.356908435,0.011393553,1.264175258,0,0,0,0,0,0.0455,0.056893553,0.029,0.085893553,0.509723835,0.0141,0.0149,0,0.662372798,0.164156674,0.173470528
Santa15-2018,Santa,31,760,C,NA,NA,0.0204,1.026,Y,Treated Diploid,40.2,0.0736,0.0239,2.94,0.0294,1.230125523,7.5,0.324728261,39.7,0.0889,0.027,3.51,0.0351,1.3,7.96,0.303712036,NA,NA,NA,NA,NA,NA,NA,NA,0.02545,39.95,0.314220149,NA,1.265062762,0,1,0,0,1,0.2321,0.2321,0.1055,0.3376,0.454545455,0.0593,0.0462,0,0.6875,0.175651659,0.136848341
Santa9-2018,Santa,23,67,L,0.055880823,3,NA,NA,,Treated Diploid,35.5,0.0273,0.0102,1.27,0.0127,1.245098039,4.69,0.373626374,38.5,0.0268,0.009,1.16,0.0116,1.288888889,4.39,0.335820896,NA,NA,NA,NA,NA,NA,NA,NA,0.0096,37,0.354723635,0.009945938,1.266993464,1,1,1,1,4,0.066,0.075945938,0.067,0.142945938,0.882206498,0.0361,0.0309,0,0.531291333,0.252543028,0.216165639
Santa14-2018,Santa,9,57,H,0.356265615,6,0.0879,0.993,Y,Treated Diploid,46.2,0.1547,0.044,4.94,0.0494,1.122727273,9.47,0.284421461,42.8,0.1407,0.0434,4.83,0.0483,1.112903226,8.71,0.308457711,46.1,0.0972,0.027,4.23,0.0423,1.566666667,8.11,0.277777778,0.038133333,45.03333333,0.290218983,0.00454395,1.267432389,0,1,0,0,1,0.6051,0.60964395,0.1894,0.79904395,0.31067314,0.0822,0.1072,0,0.76296673,0.10287294,0.13416033
Blue2-2018,Blue,19,175,L,0.958109678,19,NA,NA,,Treated Diploid,40.2,0.0343,0.0116,1.49,0.0149,1.284482759,5.31,0.33819242,42.1,0.0436,0.0127,1.59,0.0159,1.251968504,5.57,0.291284404,NA,NA,NA,NA,NA,NA,NA,NA,0.01215,41.15,0.314738412,0.027432031,1.268225632,0,0,0,0,0,0.0536,0.081032031,0.0455,0.126532031,0.56150635,0.0213,0.0242,0,0.640407258,0.168336822,0.19125592
Blue1-3,Blue,3,195,C,0.808055436,14,0.0886,1.06,Y,Untreated Diploid,47.1,0.0596,0.0177,2.26,0.0226,1.276836158,6.47,0.296979866,40.5,0.0553,0.0173,2.18,0.0218,1.260115607,6.4,0.31283906,NA,NA,NA,NA,NA,NA,NA,NA,0.0175,43.8,0.304909463,NA,1.268475883,1,1,1,1,4,0.0934,0.0934,0.0748,0.1682,0.800856531,0.0537,0.0211,0,0.55529132,0.319262782,0.125445898
Blue2-1,Blue,23,211,L,0.415262023,11,NA,NA,,Untreated Diploid,33.8,0.0303,0.0085,1.16,0.0116,1.364705882,4.61,0.280528053,36.1,0.0324,0.0109,1.28,0.0128,1.174311927,4.91,0.336419753,NA,NA,NA,NA,NA,NA,NA,NA,0.0097,34.95,0.308473903,0.012730214,1.269508905,0,0,0,0,0,0.0661,0.078830214,0.0543,0.133130214,0.688822182,0.0328,0.0215,0,0.592128651,0.246375327,0.161496022
Santa11-2018,Santa,3,123,C,0.062165544,1,0.0456,0.994,Y,Treated Diploid,51.2,0.0563,0.0207,2.5,0.025,1.207729469,6.98,0.367673179,50.9,0.0644,0.0205,2.73,0.0273,1.331707317,7.07,0.318322981,NA,NA,NA,NA,NA,NA,NA,NA,0.0206,51.05,0.34299808,NA,1.269718393,1,0,0,1,2,0.2217,0.2217,0.1387,0.3604,0.625620207,0.0793,0.0594,0,0.615149834,0.220033296,0.16481687
Blue5-2018,Blue,14,382,H,0.250164582,8,0.0442,0.988,Y,Treated Diploid,51.2,0.1414,0.0403,5.13,0.0513,1.272952854,10.53,0.285007072,53.5,0.1308,0.0367,4.65,0.0465,1.267029973,9.43,0.28058104,NA,NA,0.0426,5.41,0.0541,1.269953052,10.62,NA,0.039866667,52.35,0.282794056,0.013239353,1.269978626,1,1,0,0,2,0.6622,0.675439353,0.5101,1.185539353,0.755212141,0.2766,0.2335,0,0.569731702,0.23331153,0.196956769
Blue2-2018,Blue,12,180,H,0.829982529,16,0.0572,1.067,Y,Treated Diploid,49.8,0.2804,0.0709,9.61,0.0961,1.355430183,14.08,0.252853067,54.4,0.2295,0.0599,7.66,0.0766,1.278797997,12.84,0.261002179,52.8,0.2231,0.0626,7.45,0.0745,1.190095847,13.18,0.280591663,0.064466667,52.33333333,0.264815636,0.010775268,1.274774676,0,1,0,0,1,1.2179,1.228675268,0.5627,1.791375268,0.45797292,0.2456,0.3171,0,0.685883796,0.137101368,0.177014836
Blue6-2018,Blue,3,243,C,0.373618732,7,0.1007,NA,,Untreated Diploid,37.2,0.0643,0.0183,2.33,0.0233,1.273224044,6.58,0.284603421,41.3,0.0641,0.0197,2.52,0.0252,1.279187817,7.07,0.307332293,NA,NA,NA,NA,NA,NA,NA,NA,0.019,39.25,0.295967857,NA,1.276205931,0,1,0,0,1,0.121,0.121,0.137,0.258,1.132231405,0.0886,0.0484,0,0.468992248,0.343410853,0.187596899
Santa-3,Santa,19,319,L,0.118796629,5,NA,NA,,Untreated Diploid,36.7,0.031,0.0097,1.26,0.0126,1.298969072,4.83,0.312903226,37.9,0.041,0.0129,1.62,0.0162,1.255813953,5.35,0.314634146,NA,NA,NA,NA,NA,NA,NA,NA,0.0113,37.3,0.313768686,0.018349737,1.277391513,0,0,0,0,0,0.0513,0.069649737,0.0689,0.138549737,0.989235609,0.0461,0.0228,0,0.50270566,0.332732497,0.164561843
Blue5-2018,Blue,31,748,C,NA,NA,0.03,0.906,Y,Treated Diploid,44.2,0.0654,0.0202,2.52,0.0252,1.247524752,7.22,0.308868502,46.3,0.0679,0.0205,2.68,0.0268,1.307317073,7.38,0.30191458,NA,NA,NA,NA,NA,NA,NA,NA,0.02035,45.25,0.305391541,NA,1.277420913,1,1,1,1,4,0.2066,0.2066,0.1879,0.3945,0.909486931,0.105,0.0829,0,0.523700887,0.266159696,0.210139417
Santa5-2018,Santa,12,468,H,0.83579355,17,0.0674,1.181,Y,Treated Diploid,49.3,0.1916,0.0509,6.68,0.0668,1.31237721,11.08,0.26565762,45.6,0.1617,0.0476,6.13,0.0613,1.287815126,10.8,0.294372294,47.8,0.177,0.0493,6.09,0.0609,1.235294118,10.69,0.278531073,0.049266667,47.56666667,0.279520329,0.004898112,1.278495485,0,1,1,0,2,1.0364,1.041298112,0.2587,1.299998112,0.248439901,0.0814,0.1773,0,0.800999711,0.062615476,0.136384813
Santa8-2018,Santa,5,469,C,0.401221756,10,0.1001,1.031,Y,Treated Diploid,41.5,0.0689,0.0211,2.62,0.0262,1.241706161,6.84,0.306240929,42.9,0.086,0.0247,3.17,0.0317,1.28340081,7.49,0.287209302,45.6,0.0781,0.0225,2.95,0.0295,1.311111111,7.38,0.28809219,0.022766667,43.33333333,0.293847474,0.002619419,1.278739361,0,0,1,1,2,0.179,0.181619419,0.1466,0.328219419,0.807182408,0.0629,0.0837,0,0.553347573,0.191640093,0.255012334
Santa10-2018,Santa,19,103,L,0.913846894,17,NA,NA,,Treated Diploid,36.9,0.0328,0.011,1.39,0.0139,1.263636364,5.18,0.335365854,37.2,0.0301,0.0101,1.31,0.0131,1.297029703,4.97,0.335548173,NA,NA,NA,NA,NA,NA,NA,NA,0.01055,37.05,0.335457014,0.024933391,1.280333034,0,0,0,0,0,0.0506,0.075533391,0.0227,0.098233391,0.300529338,0.0098,0.0129,0,0.768917679,0.099762412,0.131319909
Santa14-2018,Santa,11,59,H,0.541067126,11,0.0914,1.118,Y,Treated Diploid,42.3,0.1493,0.0368,4.66,0.0466,1.266304348,9.02,0.24648359,41.3,0.1307,0.0334,4.36,0.0436,1.305389222,8.57,0.255547054,41.8,0.1547,0.038,4.87,0.0487,1.281578947,9.15,0.245636716,0.036066667,41.8,0.249222453,0.007104876,1.284424172,0,1,0,0,1,0.5549,0.562004876,0.2923,0.854304876,0.520102249,0.095,0.1973,0,0.657850484,0.111201519,0.230947997
KB2-2,KB,19,295,L,0.781535485,16,NA,NA,,Untreated Diploid,41.7,0.0375,0.0104,1.4,0.014,1.346153846,4.99,0.277333333,NA,0.0368,0.0112,1.37,0.0137,1.223214286,4.97,0.304347826,NA,NA,NA,NA,NA,NA,NA,NA,0.0108,41.7,0.29084058,0.021639477,1.284684066,1,0,1,1,3,0.0473,0.068939477,0.0464,0.115339477,0.673054134,0.0214,0.025,0,0.597709291,0.185539249,0.21675146
Cheney4-2018,Cheney,13,141,H,0.720133962,17,0.0543,1.008,Y,Treated Diploid,41.3,0.1172,0.0381,4.87,0.0487,1.278215223,9.15,0.325085324,36,NA,0.0199,2.57,0.0257,1.291457286,6.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,38.65,0.325085324,NA,1.284836255,0,0,0,0,0,0.8154,0.8154,0.2186,1.034,0.268089281,0.0829,0.1357,0,0.788588008,0.080174081,0.131237911
Blue2-1,Blue,21,209,L,0.40918005,5,NA,NA,,Untreated Diploid,35.9,0.0196,0.0063,0.86,0.0086,1.365079365,4.2,0.321428571,35.6,0.0251,0.0076,0.97,0.0097,1.276315789,4.24,0.302788845,40.8,0.0236,0.0079,0.96,0.0096,1.215189873,4.31,0.334745763,0.007266667,37.43333333,0.319654393,0.022860453,1.285528342,0,1,1,0,2,0.0447,0.067560453,0.043,0.110560453,0.636467017,0.0272,0.0158,0,0.611072505,0.246019252,0.142908242
Santa5-2018,Santa,9,465,H,0.917121812,17,0.1065,1.127,Y,Treated Diploid,38.8,0.1643,0.04,5.27,0.0527,1.3175,10.11,0.243457091,44.8,0.1454,0.0346,4.53,0.0453,1.309248555,10,0.237964237,40.2,0.1748,0.0469,5.77,0.0577,1.230277186,10.61,0.268306636,0.0405,41.26666667,0.249909321,0.017766847,1.285675247,0,1,0,0,1,0.831,0.848766847,0.2687,1.117466847,0.316576927,0.1069,0.1618,0,0.759545439,0.095662793,0.144791768
Blue11-2018,Blue,10,346,H,0.666008151,14,0.0377,1.062,Y,Treated Diploid,51.1,0.1586,0.0405,5.15,0.0515,1.271604938,10,0.255359395,50.6,0.2057,0.0506,6.55,0.0655,1.294466403,11.02,0.245989305,50.4,0.1855,0.0466,6.04,0.0604,1.296137339,10.61,0.251212938,0.0459,50.7,0.250853879,0.016035844,1.287402893,0,0,1,0,1,0.5984,0.614435844,0.2931,0.907535844,0.477022952,0.1852,0.1079,0,0.67703755,0.204069075,0.118893376
Blue8-2018,Blue,18,390,L,0.170239404,5,NA,NA,,Treated Diploid,40.9,0.0205,0.0059,0.82,0.0082,1.389830508,4,0.287804878,41.1,0.0222,0.0075,0.89,0.0089,1.186666667,4.18,0.337837838,NA,NA,NA,NA,NA,NA,NA,NA,0.0067,41,0.312821358,0.009472669,1.288248588,0,0,0,0,0,0.0435,0.052972669,0.0551,0.108072669,1.04015903,0.0336,0.0215,0,0.490157868,0.310901917,0.198940215
Santa-3,Santa,12,324,H,0.728307213,12,0.032,1.077,Y,Untreated Diploid,47.3,0.127,0.0378,4.97,0.0497,1.314814815,9.51,0.297637795,49,0.135,0.0402,5.21,0.0521,1.2960199,9.85,0.297777778,51.7,0.1184,0.037,4.64,0.0464,1.254054054,9.47,0.3125,0.038333333,49.33333333,0.302638524,0.008528237,1.288296256,0,1,0,0,1,0.7499,0.758428237,0.4166,1.175028237,0.549293894,0.1731,0.2435,0,0.645455329,0.147315609,0.207229063
Santa15-2018,Santa,6,446,C,0.104229979,2,0.0296,1.099,Y,Treated Diploid,47.9,0.0708,0.0215,2.6,0.026,1.209302326,6.95,0.303672316,48.1,0.0626,0.0174,2.38,0.0238,1.367816092,6.58,0.277955272,NA,NA,NA,NA,NA,NA,NA,NA,0.01945,48,0.290813794,NA,1.288559209,0,0,0,0,0,0.1709,0.1709,0.0887,0.2596,0.519016969,0.052,0.0367,0,0.658320493,0.200308166,0.141371341
Blue2-3,Blue,14,238,H,0.382526256,12,0.0387,1.2,Y,Untreated Diploid,48.1,0.2005,0.0517,6.71,0.0671,1.29787234,12.59,0.257855362,50.8,0.1945,0.0551,6.88,0.0688,1.248638838,13.14,0.283290488,NA,NA,0.0459,6.06,0.0606,1.320261438,11.41,NA,0.0509,49.45,0.270572925,0.028776909,1.288924205,0,1,0,1,2,0.7441,0.772876909,0.3956,1.168476909,0.511853822,0.1713,0.2243,0,0.661439608,0.1466011,0.191959292
Santa17-2018,Santa,14,94,H,0.274450283,9,0.0422,1.06,Y,Treated Diploid,48.8,0.1088,0.0307,4.01,0.0401,1.306188925,8.85,0.282169118,49.4,0.138,0.0416,5.07,0.0507,1.21875,9.79,0.301449275,NA,NA,0.0344,4.62,0.0462,1.343023256,9.72,NA,0.035566667,49.1,0.291809197,0.033091353,1.289320727,0,1,1,0,2,0.8486,0.881691353,0.3265,1.208191353,0.370310992,0.1326,0.1939,0,0.72976135,0.109750827,0.160487823
Blue11-2018,Blue,9,345,H,0.61655218,14,0.0883,1.122,Y,Treated Diploid,46.7,0.1271,0.0329,4.08,0.0408,1.240121581,9.17,0.258851298,41.2,0.1333,0.035,4.66,0.0466,1.331428571,9.53,0.262565641,47.8,0.132,0.0344,4.46,0.0446,1.296511628,9.76,0.260606061,0.0341,45.23333333,0.260674333,0.005224012,1.289353927,0,0,0,0,0,0.7346,0.739824012,0.356,1.095824012,0.48119552,0.138,0.218,0,0.675130316,0.12593263,0.198937053
Santa4-2018,Santa,23,331,L,0.039743225,2,NA,NA,,Untreated Diploid,35.9,0.0371,0.0121,1.53,0.0153,1.26446281,5.35,0.326145553,33.2,0.0288,0.0091,1.2,0.012,1.318681319,4.65,0.315972222,NA,NA,NA,NA,NA,NA,NA,NA,0.0106,34.55,0.321058888,0.026811954,1.291572065,1,0,0,0,1,0.0633,0.090111954,0.0644,0.154511954,0.714666558,0.0348,0.0296,0,0.583203769,0.225225292,0.191570938
Blue1-3,Blue,11,203,H,0.528399098,10,0.1004,1.154,Y,Untreated Diploid,41.1,0.1705,0.0482,6,0.06,1.244813278,10.18,0.282697947,43,0.1997,0.0516,6.95,0.0695,1.346899225,10.98,0.258387581,51.2,0.2181,0.0547,7.05,0.0705,1.288848263,11.11,0.250802384,0.0515,45.1,0.263962637,0.012649909,1.293520255,0,1,0,0,1,0.8502,0.862849909,0.3533,1.216149909,0.409457075,0.1478,0.2055,0,0.709493051,0.12153107,0.168975879
Blue8-2018,Blue,10,394,H,0.38386064,8,0.042,1.061,Y,Treated Diploid,44.5,0.2022,0.0551,7.31,0.0731,1.326678766,13.26,0.272502473,48.2,0.1853,0.0531,6.58,0.0658,1.239171375,13.1,0.286562331,45.6,0.1972,0.0534,7.04,0.0704,1.31835206,13.19,0.270791075,0.053866667,46.1,0.276618626,0.00887195,1.294734067,0,1,0,0,1,0.6237,0.63257195,0.3247,0.95727195,0.513301293,0.1052,0.2195,0,0.660806942,0.109895626,0.229297432
